# ContainerLoading Dataset - Easy (50 items)
# Container: 100x100x100 cm  MaxWeight: 500
# Items: 50
# Columns: ID  Width  Height  Depth  Weight  Value
#-------------------------------------------------------
1	41	29	19	80	1920
2	12	14	22	15	720
3	27	35	31	80	1200
4	33	17	30	80	1840
5	6	8	24	7	126
6	37	44	11	65	4680
7	11	45	50	73	1752
8	38	10	21	23	1058
9	45	39	27	80	4080
10	23	9	34	56	616
11	44	28	42	80	1840
12	32	11	28	20	400
13	48	23	45	80	5520
14	50	44	41	80	5280
15	12	9	27	21	882
16	45	17	38	79	1185
17	46	46	23	80	3200
18	9	6	27	6	198
19	37	42	39	80	5040
20	18	29	36	80	880
21	40	8	45	43	774
22	38	9	49	60	660
23	9	25	38	54	3240
24	8	45	46	47	1504
25	16	22	37	69	1035
26	30	49	33	80	1920
27	45	22	25	80	1440
28	31	42	39	80	1840
29	11	19	40	31	1240
30	16	46	35	80	4000
31	39	49	6	28	224
32	14	43	20	67	603
33	6	12	25	10	400
34	47	37	30	80	1440
35	41	13	30	63	1386
36	32	26	39	80	1600
37	44	21	22	57	1710
38	7	22	49	38	1482
39	19	9	19	22	396
40	24	33	9	52	1248
41	39	30	41	80	3360
42	7	6	11	2	40
43	30	30	15	40	1920
44	36	36	6	58	2436
45	17	46	44	80	1520
46	11	39	44	80	800
47	31	35	29	80	1760
48	19	15	44	80	1440
49	14	22	23	46	2484
50	26	39	34	80	2240
